,Residence State,Residence State Code,Month,Month Code,UCD - ICD Sub-Chapter,UCD - ICD Sub-Chapter Code,Underlying Cause of death,Underlying Cause of death Code,Deaths
4942,Massachusetts,25,"Jan., 2020",2020/01,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,39
4943,Massachusetts,25,"Jan., 2020",2020/01,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,11
4944,Massachusetts,25,"Jan., 2020",2020/01,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,191
4945,Massachusetts,25,"Feb., 2020",2020/02,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,11
4946,Massachusetts,25,"Feb., 2020",2020/02,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,40
4947,Massachusetts,25,"Feb., 2020",2020/02,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,18
4948,Massachusetts,25,"Feb., 2020",2020/02,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,177
4949,Massachusetts,25,"Mar., 2020",2020/03,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,15
4950,Massachusetts,25,"Mar., 2020",2020/03,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,46
4951,Massachusetts,25,"Mar., 2020",2020/03,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,17
4952,Massachusetts,25,"Mar., 2020",2020/03,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,178
4953,Massachusetts,25,"Apr., 2020",2020/04,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,13
4954,Massachusetts,25,"Apr., 2020",2020/04,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,43
4955,Massachusetts,25,"Apr., 2020",2020/04,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,192
4956,Massachusetts,25,"May, 2020",2020/05,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,15
4957,Massachusetts,25,"May, 2020",2020/05,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,32
4958,Massachusetts,25,"May, 2020",2020/05,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,154
4959,Massachusetts,25,"Jun., 2020",2020/06,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,24
4960,Massachusetts,25,"Jun., 2020",2020/06,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,130
4961,Massachusetts,25,"Jul., 2020",2020/07,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,14
4962,Massachusetts,25,"Jul., 2020",2020/07,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,12
4963,Massachusetts,25,"Jul., 2020",2020/07,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,135
4964,Massachusetts,25,"Aug., 2020",2020/08,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,10
4965,Massachusetts,25,"Aug., 2020",2020/08,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,19
4966,Massachusetts,25,"Aug., 2020",2020/08,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,114
4967,Massachusetts,25,"Sep., 2020",2020/09,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,14
4968,Massachusetts,25,"Sep., 2020",2020/09,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,16
4969,Massachusetts,25,"Sep., 2020",2020/09,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,118
4970,Massachusetts,25,"Oct., 2020",2020/10,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,19
4971,Massachusetts,25,"Oct., 2020",2020/10,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,139
4972,Massachusetts,25,"Nov., 2020",2020/11,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,10
4973,Massachusetts,25,"Nov., 2020",2020/11,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,23
4974,Massachusetts,25,"Nov., 2020",2020/11,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,151
4975,Massachusetts,25,"Dec., 2020",2020/12,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,11
4976,Massachusetts,25,"Dec., 2020",2020/12,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,18
4977,Massachusetts,25,"Dec., 2020",2020/12,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,11
4978,Massachusetts,25,"Dec., 2020",2020/12,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,140
4979,Massachusetts,25,"Jan., 2021",2021/01,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,16
4980,Massachusetts,25,"Jan., 2021",2021/01,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,27
4981,Massachusetts,25,"Jan., 2021",2021/01,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,134
4982,Massachusetts,25,"Feb., 2021",2021/02,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,14
4983,Massachusetts,25,"Feb., 2021",2021/02,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,17
4984,Massachusetts,25,"Feb., 2021",2021/02,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,16
4985,Massachusetts,25,"Feb., 2021",2021/02,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,129
4986,Massachusetts,25,"Mar., 2021",2021/03,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,14
4987,Massachusetts,25,"Mar., 2021",2021/03,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,14
4988,Massachusetts,25,"Mar., 2021",2021/03,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,142
4989,Massachusetts,25,"Apr., 2021",2021/04,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,17
4990,Massachusetts,25,"Apr., 2021",2021/04,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,14
4991,Massachusetts,25,"Apr., 2021",2021/04,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,123
4992,Massachusetts,25,"May, 2021",2021/05,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,11
4993,Massachusetts,25,"May, 2021",2021/05,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,23
4994,Massachusetts,25,"May, 2021",2021/05,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,139
4995,Massachusetts,25,"Jun., 2021",2021/06,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,18
4996,Massachusetts,25,"Jun., 2021",2021/06,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,10
4997,Massachusetts,25,"Jun., 2021",2021/06,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,141
4998,Massachusetts,25,"Jul., 2021",2021/07,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,32
4999,Massachusetts,25,"Jul., 2021",2021/07,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,11
5000,Massachusetts,25,"Jul., 2021",2021/07,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,147
5001,Massachusetts,25,"Aug., 2021",2021/08,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,24
5002,Massachusetts,25,"Aug., 2021",2021/08,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,159
5003,Massachusetts,25,"Sep., 2021",2021/09,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,10
5004,Massachusetts,25,"Sep., 2021",2021/09,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,10
5005,Massachusetts,25,"Sep., 2021",2021/09,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,147
5006,Massachusetts,25,"Oct., 2021",2021/10,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,29
5007,Massachusetts,25,"Oct., 2021",2021/10,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,171
5008,Massachusetts,25,"Nov., 2021",2021/11,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,17
5009,Massachusetts,25,"Nov., 2021",2021/11,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,23
5010,Massachusetts,25,"Nov., 2021",2021/11,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,173
5011,Massachusetts,25,"Dec., 2021",2021/12,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,12
5012,Massachusetts,25,"Dec., 2021",2021/12,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,22
5013,Massachusetts,25,"Dec., 2021",2021/12,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,15
5014,Massachusetts,25,"Dec., 2021",2021/12,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,163
5015,Massachusetts,25,"Jan., 2022",2022/01,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,32
5016,Massachusetts,25,"Jan., 2022",2022/01,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,13
5017,Massachusetts,25,"Jan., 2022",2022/01,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,172
5018,Massachusetts,25,"Feb., 2022",2022/02,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,13
5019,Massachusetts,25,"Feb., 2022",2022/02,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,131
5020,Massachusetts,25,"Mar., 2022",2022/03,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,10
5021,Massachusetts,25,"Mar., 2022",2022/03,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,22
5022,Massachusetts,25,"Mar., 2022",2022/03,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,13
5023,Massachusetts,25,"Mar., 2022",2022/03,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,138
5024,Massachusetts,25,"Apr., 2022",2022/04,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,12
5025,Massachusetts,25,"Apr., 2022",2022/04,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,17
5026,Massachusetts,25,"Apr., 2022",2022/04,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,126
5027,Massachusetts,25,"May, 2022",2022/05,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,15
5028,Massachusetts,25,"May, 2022",2022/05,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,24
5029,Massachusetts,25,"May, 2022",2022/05,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,14
5030,Massachusetts,25,"May, 2022",2022/05,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,158
5031,Massachusetts,25,"Jun., 2022",2022/06,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,20
5032,Massachusetts,25,"Jun., 2022",2022/06,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,162
5033,Massachusetts,25,"Jul., 2022",2022/07,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,11
5034,Massachusetts,25,"Jul., 2022",2022/07,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,30
5035,Massachusetts,25,"Jul., 2022",2022/07,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,136
5036,Massachusetts,25,"Aug., 2022",2022/08,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,12
5037,Massachusetts,25,"Aug., 2022",2022/08,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,14
5038,Massachusetts,25,"Aug., 2022",2022/08,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,128
5039,Massachusetts,25,"Sep., 2022",2022/09,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,17
5040,Massachusetts,25,"Sep., 2022",2022/09,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,15
5041,Massachusetts,25,"Sep., 2022",2022/09,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,131
5042,Massachusetts,25,"Oct., 2022",2022/10,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,10
5043,Massachusetts,25,"Oct., 2022",2022/10,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,24
5044,Massachusetts,25,"Oct., 2022",2022/10,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,13
5045,Massachusetts,25,"Oct., 2022",2022/10,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,138
5046,Massachusetts,25,"Nov., 2022",2022/11,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,23
5047,Massachusetts,25,"Nov., 2022",2022/11,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,13
